ID,Field,Old Value,New Value
184,matrix_languauge_retest,,24
184,reading_test_score2,,97
184,matrix_reading_restest,,29
184,math_test_scores2,,82
184,matrix_math_retest,,22
185,total_points_retest,,96
185,language_test_scores2,,74
185,matrix_languauge_retest,,18
185,reading_test_score2,,98
185,matrix_reading_restest,,30
185,math_test_scores2,,85
185,matrix_math_retest,,23
186,total_points_retest,,119
186,language_test_scores2,,97
186,matrix_languauge_retest,,29
186,reading_test_score2,,99
186,matrix_reading_restest,,30
186,math_test_scores2,,99
186,matrix_math_retest,,30
187,total_points_retest,,104
187,language_test_scores2,,96
187,matrix_languauge_retest,,29
187,reading_test_score2,,85
187,matrix_reading_restest,,23
187,math_test_scores2,,82
187,matrix_math_retest,,22
188,total_points_retest,,119
188,language_test_scores2,,96
188,matrix_languauge_retest,,29
188,reading_test_score2,,99
188,matrix_reading_restest,,30
188,math_test_scores2,,99
188,matrix_math_retest,,30
190,total_points_retest,,113
190,language_test_scores2,,94
190,matrix_languauge_retest,,28
190,reading_test_score2,,99
190,matrix_reading_restest,,30
190,math_test_scores2,,88
190,matrix_math_retest,,25
192,total_points_retest,,106
192,language_test_scores2,,82
192,matrix_languauge_retest,,22
192,reading_test_score2,,95
192,matrix_reading_restest,,28
192,math_test_scores2,,90
192,matrix_math_retest,,26
194,total_points_retest,,110
194,language_test_scores2,,95
194,matrix_languauge_retest,,28
194,reading_test_score2,,95
194,matrix_reading_restest,,28
194,math_test_scores2,,86
194,matrix_math_retest,,24
195,total_points_retest,,120
195,language_test_scores2,,99
195,matrix_languauge_retest,,30
195,reading_test_score2,,99
195,matrix_reading_restest,,30
195,math_test_scores2,,99
195,matrix_math_retest,,30
196,total_points_retest,,106
196,language_test_scores2,,75
196,matrix_languauge_retest,,18
196,reading_test_score2,,95
196,matrix_reading_restest,,28
196,math_test_scores2,,99
196,matrix_math_retest,,30
197,total_points_retest,,116
197,language_test_scores2,,98
197,matrix_languauge_retest,,30
197,reading_test_score2,,96
197,matrix_reading_restest,,29
197,math_test_scores2,,93
197,matrix_math_retest,,27
198,total_points_retest,,103
198,language_test_scores2,,82
198,matrix_languauge_retest,,22
198,reading_test_score2,,98
198,matrix_reading_restest,,30
198,math_test_scores2,,81
198,matrix_math_retest,,21
199,total_points_retest,,105
199,language_test_scores2,,68
199,matrix_languauge_retest,,15
199,reading_test_score2,,98
199,matrix_reading_restest,,30
199,math_test_scores2,,99
199,matrix_math_retest,,30
200,total_points_retest,,107
200,language_test_scores2,,89
200,matrix_languauge_retest,,25
200,reading_test_score2,,88
200,matrix_reading_restest,,25
200,math_test_scores2,,93
200,matrix_math_retest,,27
201,total_points_retest,,110
201,language_test_scores2,,88
201,matrix_languauge_retest,,25
201,reading_test_score2,,90
201,matrix_reading_restest,,26
201,math_test_scores2,,97
201,matrix_math_retest,,29
203,total_points_retest,,115
203,language_test_scores2,,89
203,matrix_languauge_retest,,25
203,reading_test_score2,,99
203,matrix_reading_restest,,30
203,math_test_scores2,,99
203,matrix_math_retest,,30
204,total_points_retest,,103
204,language_test_scores2,,84
204,matrix_languauge_retest,,23
204,reading_test_score2,,92
204,matrix_reading_restest,,27
204,math_test_scores2,,90
204,matrix_math_retest,,26
205,total_points_retest,,45
205,language_test_scores2,,31
205,matrix_languauge_retest,,1
205,reading_test_score2,,77
205,matrix_reading_restest,,19
205,math_test_scores2,,88
205,matrix_math_retest,,25
207,total_points_retest,,119
207,language_test_scores2,,96
207,matrix_languauge_retest,,29
207,reading_test_score2,,99
207,matrix_reading_restest,,30
207,math_test_scores2,,99
207,matrix_math_retest,,30
208,total_points_retest,,119
208,language_test_scores2,,96
208,matrix_languauge_retest,,29
208,reading_test_score2,,99
208,matrix_reading_restest,,30
208,math_test_scores2,,99
208,matrix_math_retest,,30
209,total_points_retest,,116
209,language_test_scores2,,92
209,matrix_languauge_retest,,27
209,reading_test_score2,,97
209,matrix_reading_restest,,29
209,math_test_scores2,,98
209,matrix_math_retest,,30
210,total_points_retest,,113
210,language_test_scores2,,91
210,matrix_languauge_retest,,26
210,reading_test_score2,,99
210,matrix_reading_restest,,30
210,math_test_scores2,,93
210,matrix_math_retest,,27
212,total_points_retest,,98
212,language_test_scores2,,78
212,matrix_languauge_retest,,20
212,reading_test_score2,,94
212,matrix_reading_restest,,28
212,math_test_scores2,,79
212,matrix_math_retest,,20
213,total_points_retest,,100
213,language_test_scores2,,72
213,matrix_languauge_retest,,17
213,reading_test_score2,,84
213,matrix_reading_restest,,23
213,math_test_scores2,,99
213,matrix_math_retest,,30
217,total_points_retest,,103
217,language_test_scores2,,79
217,matrix_languauge_retest,,20
217,reading_test_score2,,85
217,matrix_reading_restest,,23
217,math_test_scores2,,99
217,matrix_math_retest,,30
218,total_points_retest,,104
218,language_test_scores2,,90
218,matrix_languauge_retest,,26
218,reading_test_score2,,96
218,matrix_reading_restest,,29
218,math_test_scores2,,76
218,matrix_math_retest,,19
219,total_points_retest,,119
219,language_test_scores2,,96
219,matrix_languauge_retest,,29
219,reading_test_score2,,99
219,matrix_reading_restest,,30
219,math_test_scores2,,99
219,matrix_math_retest,,30
220,total_points_retest,,22
220,language_test_scores2,,52
220,matrix_languauge_retest,,7
220,reading_test_score2,,56
220,matrix_reading_restest,,9
220,math_test_scores2,,51
220,matrix_math_retest,,6
221,total_points_retest,,119
221,language_test_scores2,,97
221,matrix_languauge_retest,,29
221,reading_test_score2,,99
221,matrix_reading_restest,,30
221,math_test_scores2,,99
221,matrix_math_retest,,30
222,total_points_retest,,114
222,language_test_scores2,,91
222,matrix_languauge_retest,,26
222,reading_test_score2,,99
222,matrix_reading_restest,,30
222,math_test_scores2,,99
222,matrix_math_retest,,30
224,total_points_retest,,95
224,language_test_scores2,,67
224,matrix_languauge_retest,,14
224,reading_test_score2,,88
224,matrix_reading_restest,,25
224,math_test_scores2,,91
224,matrix_math_retest,,26
225,total_points_retest,,112
225,language_test_scores2,,99
225,matrix_languauge_retest,,30
225,reading_test_score2,,96
225,matrix_reading_restest,,29
225,math_test_scores2,,88
225,matrix_math_retest,,25
226,total_points_retest,,31
226,language_test_scores2,,64
226,matrix_languauge_retest,,13
226,reading_test_score2,,48
226,matrix_reading_restest,,5
226,math_test_scores2,,64
226,matrix_math_retest,,13
227,total_points_retest,,113
227,language_test_scores2,,94
227,matrix_languauge_retest,,28
227,reading_test_score2,,99
227,matrix_reading_restest,,30
227,math_test_scores2,,88
227,matrix_math_retest,,25
228,total_points_retest,,115
228,language_test_scores2,,89
228,matrix_languauge_retest,,25
228,reading_test_score2,,99
228,matrix_reading_restest,,30
228,math_test_scores2,,99
228,matrix_math_retest,,30
229,total_points_retest,,99
229,language_test_scores2,,93
229,matrix_languauge_retest,,27
229,reading_test_score2,,99
229,matrix_reading_restest,,30
229,math_test_scores2,,63
229,matrix_math_retest,,12
230,total_points_retest,,43
230,language_test_scores2,,61
230,matrix_languauge_retest,,11
230,reading_test_score2,,84
230,matrix_reading_restest,,23
230,math_test_scores2,,57
230,matrix_math_retest,,9
231,total_points_retest,,115
231,language_test_scores2,,89
231,matrix_languauge_retest,,25
231,reading_test_score2,,99
231,matrix_reading_restest,,30
231,math_test_scores2,,98
231,matrix_math_retest,,30
232,total_points_retest,,115
232,language_test_scores2,,99
232,matrix_languauge_retest,,30
232,reading_test_score2,,95
232,matrix_reading_restest,,28
232,math_test_scores2,,99
232,matrix_math_retest,,30
233,total_points_retest,,114
233,language_test_scores2,,87
233,matrix_languauge_retest,,24
233,reading_test_score2,,99
233,matrix_reading_restest,,30
233,math_test_scores2,,99
233,matrix_math_retest,,30
234,total_points,,0
238,total_points_retest,,114
238,language_test_scores2,,96
238,matrix_languauge_retest,,29
238,reading_test_score2,,98
238,matrix_reading_restest,,30
238,math_test_scores2,,88
238,matrix_math_retest,,25
239,total_points_retest,,110
239,language_test_scores2,,97
239,matrix_languauge_retest,,29
239,reading_test_score2,,94
239,matrix_reading_restest,,28
239,math_test_scores2,,90
239,matrix_math_retest,,26
240,total_points_retest,,120
240,language_test_scores2,,99
240,matrix_languauge_retest,,30
240,reading_test_score2,,99
240,matrix_reading_restest,,30
240,math_test_scores2,,99
240,matrix_math_retest,,30
241,total_points_retest,,65
241,language_test_scores2,,82
241,matrix_languauge_retest,,22
241,reading_test_score2,,71
241,matrix_reading_restest,,16
241,math_test_scores2,,93
241,matrix_math_retest,,27
242,total_points_retest,,38
242,language_test_scores2,,47
242,matrix_languauge_retest,,4
242,reading_test_score2,,73
242,matrix_reading_restest,,17
242,math_test_scores2,,73
242,matrix_math_retest,,17
243,total_points_retest,,112
243,language_test_scores2,,82
243,matrix_languauge_retest,,22
243,reading_test_score2,,98
243,matrix_reading_restest,,30
243,math_test_scores2,,99
243,matrix_math_retest,,30
244,total_points_retest,,48
244,language_test_scores2,,53
244,matrix_languauge_retest,,7
244,reading_test_score2,,65
244,matrix_reading_restest,,13
244,math_test_scores2,,95
244,matrix_math_retest,,28
245,total_points_retest,,55
245,language_test_scores2,,82
245,matrix_languauge_retest,,22
245,reading_test_score2,,99
245,matrix_reading_restest,,30
245,math_test_scores2,,45
245,matrix_math_retest,,3
246,total_points_retest,,35
246,language_test_scores2,,54
246,matrix_languauge_retest,,8
246,reading_test_score2,,69
246,matrix_reading_restest,,15
246,math_test_scores2,,63
246,matrix_math_retest,,12
247,total_points_retest,,46
247,language_test_scores2,,65
247,matrix_languauge_retest,,13
247,reading_test_score2,,73
247,matrix_reading_restest,,17
247,math_test_scores2,,70
247,matrix_math_retest,,16
249,total_points_retest,,16
249,language_test_scores2,,9
249,matrix_languauge_retest,,1
249,reading_test_score2,,67
249,matrix_reading_restest,,14
249,math_test_scores2,,13
249,matrix_math_retest,,1
250,total_points_retest,,119
250,language_test_scores2,,97
250,matrix_languauge_retest,,29
250,reading_test_score2,,99
250,matrix_reading_restest,,30
250,math_test_scores2,,99
250,matrix_math_retest,,30
251,total_points_retest,,63
251,language_test_scores2,,95
251,matrix_languauge_retest,,28
251,reading_test_score2,,88
251,matrix_reading_restest,,25
251,math_test_scores2,,59
251,matrix_math_retest,,10
252,total_points_retest,,25
252,language_test_scores2,,63
252,matrix_languauge_retest,,12
252,reading_test_score2,,43
252,matrix_reading_restest,,2
252,math_test_scores2,,60
252,matrix_math_retest,,11
253,total_points,,0
254,total_points_retest,,118
254,language_test_scores2,,96
254,matrix_languauge_retest,,29
254,reading_test_score2,,97
254,matrix_reading_restest,,29
254,math_test_scores2,,99
254,matrix_math_retest,,30
255,total_points_retest,,94
255,language_test_scores2,,69
255,matrix_languauge_retest,,15
255,reading_test_score2,,89
255,matrix_reading_restest,,25
255,math_test_scores2,,86
255,matrix_math_retest,,24
257,total_points_retest,,21
257,language_test_scores2,,51
257,matrix_languauge_retest,,6
257,reading_test_score2,,65
257,matrix_reading_restest,,13
257,math_test_scores2,,43
257,matrix_math_retest,,2
258,total_points_retest,,94
258,language_test_scores2,,75
258,matrix_languauge_retest,,18
258,reading_test_score2,,98
258,matrix_reading_restest,,30
258,math_test_scores2,,71
258,matrix_math_retest,,16
260,total_points_retest,,120
260,language_test_scores2,,99
260,matrix_languauge_retest,,30
260,reading_test_score2,,99
260,matrix_reading_restest,,30
260,math_test_scores2,,99
260,matrix_math_retest,,30
263,total_points_retest,,112
263,language_test_scores2,,90
263,matrix_languauge_retest,,26
263,reading_test_score2,,99
263,matrix_reading_restest,,30
263,math_test_scores2,,90
263,matrix_math_retest,,26
264,total_points_retest,,116
264,language_test_scores2,,91
264,matrix_languauge_retest,,26
264,reading_test_score2,,99
264,matrix_reading_restest,,30
264,math_test_scores2,,99
264,matrix_math_retest,,30
265,total_points,,0
266,total_points_retest,,7
266,language_test_scores2,,28
266,matrix_languauge_retest,,1
266,reading_test_score2,,48
266,matrix_reading_restest,,5
266,math_test_scores2,,28
266,matrix_math_retest,,1
267,total_points_retest,,32
267,language_test_scores2,,58
267,matrix_languauge_retest,,10
267,reading_test_score2,,56
267,matrix_reading_restest,,9
267,math_test_scores2,,65
267,matrix_math_retest,,13
268,total_points_retest,,64
268,language_test_scores2,,83
268,matrix_languauge_retest,,22
268,reading_test_score2,,92
268,matrix_reading_restest,,27
268,math_test_scores2,,69
268,matrix_math_retest,,15
269,total_points_retest,,112
269,language_test_scores2,,88
269,matrix_languauge_retest,,25
269,reading_test_score2,,99
269,matrix_reading_restest,,30
269,math_test_scores2,,93
269,matrix_math_retest,,27
271,total_points_retest,,108
271,language_test_scores2,,95
271,matrix_languauge_retest,,28
271,reading_test_score2,,98
271,matrix_reading_restest,,30
271,math_test_scores2,,79
271,matrix_math_retest,,20
272,total_points_retest,,117
272,language_test_scores2,,95
272,matrix_languauge_retest,,28
272,reading_test_score2,,97
272,matrix_reading_restest,,29
272,math_test_scores2,,99
272,matrix_math_retest,,30
273,total_points_retest,,120
273,language_test_scores2,,98
273,matrix_languauge_retest,,30
273,reading_test_score2,,99
273,matrix_reading_restest,,30
273,math_test_scores2,,98
273,matrix_math_retest,,30
274,total_points_retest,,120
274,language_test_scores2,,99
274,matrix_languauge_retest,,30
274,reading_test_score2,,99
274,matrix_reading_restest,,30
274,math_test_scores2,,99
274,matrix_math_retest,,30
275,total_points,,0
276,total_points,,0
277,total_points_retest,0,63
277,language_test_scores2,,87
277,matrix_languauge_retest,,24
277,reading_test_score2,,67
277,matrix_reading_restest,,14
277,math_test_scores2,,88
277,matrix_math_retest,,25
280,total_points_retest,,42
280,language_test_scores2,,60
280,matrix_languauge_retest,,11
280,reading_test_score2,,90
280,matrix_reading_restest,,26
280,math_test_scores2,,48
280,matrix_math_retest,,5
282,total_points_retest,,5
282,language_test_scores2,,22
282,matrix_languauge_retest,,1
282,reading_test_score2,,45
282,matrix_reading_restest,,3
282,math_test_scores2,,30
282,matrix_math_retest,,1
283,total_points_retest,,96
283,language_test_scores2,,68
283,matrix_languauge_retest,,15
283,reading_test_score2,,91
283,matrix_reading_restest,,26
283,math_test_scores2,,88
283,matrix_math_retest,,25
284,total_points_retest,,110
284,language_test_scores2,,80
284,matrix_languauge_retest,,21
284,reading_test_score2,,96
284,matrix_reading_restest,,29
284,math_test_scores2,,99
284,matrix_math_retest,,30
285,total_points_retest,,98
285,language_test_scores2,,66
285,matrix_languauge_retest,,14
285,reading_test_score2,,95
285,matrix_reading_restest,,28
285,math_test_scores2,,90
285,matrix_math_retest,,26
286,total_points,,0
287,total_points_retest,,120
287,language_test_scores2,,99
287,matrix_languauge_retest,,30
287,reading_test_score2,,99
287,matrix_reading_restest,,30
287,math_test_scores2,,99
287,matrix_math_retest,,30
288,total_points_retest,,18
288,language_test_scores2,,35
288,matrix_languauge_retest,,1
288,reading_test_score2,,40
288,matrix_reading_restest,,1
288,math_test_scores2,,71
288,matrix_math_retest,,16
289,total_points_retest,,79
289,language_test_scores2,,82
289,matrix_languauge_retest,,22
289,reading_test_score2,,98
289,matrix_reading_restest,,30
289,math_test_scores2,,93
289,matrix_math_retest,,27
290,total_points_retest,,17
290,language_test_scores2,,22
290,matrix_languauge_retest,,1
290,reading_test_score2,,54
290,matrix_reading_restest,,8
290,math_test_scores2,,55
290,matrix_math_retest,,8
292,total_points_retest,,89
292,language_test_scores2,,77
292,matrix_languauge_retest,,19
292,reading_test_score2,,89
292,matrix_reading_restest,,25
292,math_test_scores2,,68
292,matrix_math_retest,,15
293,total_points_retest,,120
293,language_test_scores2,,99
293,matrix_languauge_retest,,30
293,reading_test_score2,,99
293,matrix_reading_restest,,30
293,math_test_scores2,,99
293,matrix_math_retest,,30
294,total_points_retest,,66
294,language_test_scores2,,90
294,matrix_languauge_retest,,26
294,reading_test_score2,,83
294,matrix_reading_restest,,22
294,math_test_scores2,,74
294,matrix_math_retest,,18
295,total_points_retest,,11
295,language_test_scores2,,21
295,matrix_languauge_retest,,1
295,reading_test_score2,,57
295,matrix_reading_restest,,9
295,math_test_scores2,,29
295,matrix_math_retest,,1
297,total_points_retest,,100
297,language_test_scores2,,62
297,matrix_languauge_retest,,12
297,reading_test_score2,,99
297,matrix_reading_restest,,30
297,math_test_scores2,,95
297,matrix_math_retest,,28
298,total_points_retest,,17
298,language_test_scores2,,36
298,matrix_languauge_retest,,1
298,reading_test_score2,,69
298,matrix_reading_restest,,15
298,math_test_scores2,,22
298,matrix_math_retest,,1
301,total_points_retest,,24
301,language_test_scores2,,48
301,matrix_languauge_retest,,5
301,reading_test_score2,,65
301,matrix_reading_restest,,13
301,math_test_scores2,,51
301,matrix_math_retest,,6
303,total_points_retest,,120
303,language_test_scores2,,99
303,matrix_languauge_retest,,30
303,reading_test_score2,,99
303,matrix_reading_restest,,30
303,math_test_scores2,,99
303,matrix_math_retest,,30
304,total_points_retest,,115
304,language_test_scores2,,89
304,matrix_languauge_retest,,25
304,reading_test_score2,,99
304,matrix_reading_restest,,30
304,math_test_scores2,,99
304,matrix_math_retest,,30
305,total_points_retest,,118
305,language_test_scores2,,99
305,matrix_languauge_retest,,30
305,reading_test_score2,,94
305,matrix_reading_restest,,28
305,math_test_scores2,,99
305,matrix_math_retest,,30
306,total_points_retest,,79
306,language_test_scores2,,57
306,matrix_languauge_retest,,9
306,reading_test_score2,,89
306,matrix_reading_restest,,25
306,math_test_scores2,,88
306,matrix_math_retest,,25
307,total_points_retest,,58
307,language_test_scores2,,93
307,matrix_languauge_retest,,27
307,reading_test_score2,,92
307,matrix_reading_restest,,27
307,math_test_scores2,,46
307,matrix_math_retest,,4
310,total_points_retest,,112
310,language_test_scores2,,87
310,matrix_languauge_retest,,24
310,reading_test_score2,,94
310,matrix_reading_restest,,28
310,math_test_scores2,,99
310,matrix_math_retest,,30
312,total_points_retest,,82
312,language_test_scores2,,96
312,matrix_languauge_retest,,29
312,reading_test_score2,,85
312,matrix_reading_restest,,23
312,math_test_scores2,,53
312,matrix_math_retest,,7
315,total_points_retest,,113
315,language_test_scores2,,84
315,matrix_languauge_retest,,23
315,reading_test_score2,,98
315,matrix_reading_restest,,30
315,math_test_scores2,,99
315,matrix_math_retest,,30
316,total_points_retest,,118
316,language_test_scores2,,97
316,matrix_languauge_retest,,29
316,reading_test_score2,,97
316,matrix_reading_restest,,29
316,math_test_scores2,,99
316,matrix_math_retest,,30
317,total_points_retest,,23
317,language_test_scores2,,52
317,matrix_languauge_retest,,7
317,reading_test_score2,,63
317,matrix_reading_restest,,12
317,math_test_scores2,,46
317,matrix_math_retest,,4
318,total_points_retest,,107
318,language_test_scores2,,75
318,matrix_languauge_retest,,18
318,reading_test_score2,,96
318,matrix_reading_restest,,29
318,math_test_scores2,,99
318,matrix_math_retest,,30
319,total_points_retest,,109
319,language_test_scores2,,87
319,matrix_languauge_retest,,24
319,reading_test_score2,,99
319,matrix_reading_restest,,30
319,math_test_scores2,,88
319,matrix_math_retest,,25
320,total_points_retest,,46
320,language_test_scores2,,86
320,matrix_languauge_retest,,24
320,reading_test_score2,,79
320,matrix_reading_restest,,20
320,math_test_scores2,,43
320,matrix_math_retest,,2
321,total_points_retest,,118
321,language_test_scores2,,94
321,matrix_languauge_retest,,28
321,reading_test_score2,,99
321,matrix_reading_restest,,30
321,math_test_scores2,,99
321,matrix_math_retest,,30
322,total_points_retest,,88
322,language_test_scores2,,90
322,matrix_languauge_retest,,26
322,reading_test_score2,,97
322,matrix_reading_restest,,29
322,math_test_scores2,,60
322,matrix_math_retest,,11
323,total_points_retest,,20
323,language_test_scores2,,38
323,matrix_languauge_retest,,1
323,reading_test_score2,,61
323,matrix_reading_restest,,11
323,math_test_scores2,,54
323,matrix_math_retest,,8
324,total_points_retest,,51
324,language_test_scores2,,73
324,matrix_languauge_retest,,17
324,reading_test_score2,,77
324,matrix_reading_restest,,19
324,math_test_scores2,,69
324,matrix_math_retest,,15
325,total_points_retest,,92
325,language_test_scores2,,72
325,matrix_languauge_retest,,17
325,reading_test_score2,,84
325,matrix_reading_restest,,23
325,math_test_scores2,,82
325,matrix_math_retest,,22
327,total_points_retest,,104
327,language_test_scores2,,77
327,matrix_languauge_retest,,19
327,reading_test_score2,,97
327,matrix_reading_restest,,29
327,math_test_scores2,,90
327,matrix_math_retest,,26
328,total_points_retest,,98
328,language_test_scores2,,73
328,matrix_languauge_retest,,17
328,reading_test_score2,,96
328,matrix_reading_restest,,29
328,math_test_scores2,,86
328,matrix_math_retest,,24
329,total_points_retest,,5
329,language_test_scores2,,15
329,matrix_languauge_retest,,1
329,reading_test_score2,,45
329,matrix_reading_restest,,3
329,math_test_scores2,,16
329,matrix_math_retest,,1
330,total_points_retest,,100
330,language_test_scores2,,64
330,matrix_languauge_retest,,13
330,reading_test_score2,,99
330,matrix_reading_restest,,30
330,math_test_scores2,,93
330,matrix_math_retest,,27
332,total_points_retest,,119
332,language_test_scores2,,96
332,matrix_languauge_retest,,29
332,reading_test_score2,,99
332,matrix_reading_restest,,30
332,math_test_scores2,,99
332,matrix_math_retest,,30
333,total_points_retest,,38
333,language_test_scores2,,33
333,matrix_languauge_retest,,1
333,reading_test_score2,,75
333,matrix_reading_restest,,18
333,math_test_scores2,,76
333,matrix_math_retest,,19
334,total_points_retest,,14
334,language_test_scores2,,27
334,matrix_languauge_retest,,1
334,reading_test_score2,,43
334,matrix_reading_restest,,2
334,math_test_scores2,,60
334,matrix_math_retest,,11
335,total_points_retest,,109
335,language_test_scores2,,78
335,matrix_languauge_retest,,20
335,reading_test_score2,,98
335,matrix_reading_restest,,30
335,math_test_scores2,,96
335,matrix_math_retest,,29
337,total_points_retest,,112
337,language_test_scores2,,85
337,matrix_languauge_retest,,23
337,reading_test_score2,,97
337,matrix_reading_restest,,29
337,math_test_scores2,,99
337,matrix_math_retest,,30
338,total_points_retest,,99
338,language_test_scores2,,86
338,matrix_languauge_retest,,24
338,reading_test_score2,,75
338,matrix_reading_restest,,18
338,math_test_scores2,,93
338,matrix_math_retest,,27
339,total_points_retest,,113
339,language_test_scores2,,89
339,matrix_languauge_retest,,25
339,reading_test_score2,,95
339,matrix_reading_restest,,28
339,math_test_scores2,,99
339,matrix_math_retest,,30
340,total_points_retest,,104
340,language_test_scores2,,90
340,matrix_languauge_retest,,26
340,reading_test_score2,,91
340,matrix_reading_restest,,26
340,math_test_scores2,,82
340,matrix_math_retest,,22
341,total_points_retest,,94
341,language_test_scores2,,62
341,matrix_languauge_retest,,12
341,reading_test_score2,,92
341,matrix_reading_restest,,27
341,math_test_scores2,,88
341,matrix_math_retest,,25
342,total_points_retest,,120
342,language_test_scores2,,99
342,matrix_languauge_retest,,30
342,reading_test_score2,,99
342,matrix_reading_restest,,30
342,math_test_scores2,,99
342,matrix_math_retest,,30
343,total_points_retest,,112
343,language_test_scores2,,86
343,matrix_languauge_retest,,24
343,reading_test_score2,,95
343,matrix_reading_restest,,28
343,math_test_scores2,,99
343,matrix_math_retest,,30
344,total_points,,0
346,total_points_retest,,44
346,language_test_scores2,,38
346,matrix_languauge_retest,,1
346,reading_test_score2,,80
346,matrix_reading_restest,,21
346,math_test_scores2,,83
346,matrix_math_retest,,22
347,total_points_retest,,105
347,language_test_scores2,,69
347,matrix_languauge_retest,,15
347,reading_test_score2,,98
347,matrix_reading_restest,,30
347,math_test_scores2,,98
347,matrix_math_retest,,30
348,total_points_retest,,98
348,language_test_scores2,,82
348,matrix_languauge_retest,,22
348,reading_test_score2,,99
348,matrix_reading_restest,,30
348,math_test_scores2,,77
348,matrix_math_retest,,19
349,total_points_retest,,40
349,language_test_scores2,,74
349,matrix_languauge_retest,,18
349,reading_test_score2,,68
349,matrix_reading_restest,,15
349,math_test_scores2,,52
349,matrix_math_retest,,7
350,total_points_retest,,120
350,language_test_scores2,,99
350,matrix_languauge_retest,,30
350,reading_test_score2,,99
350,matrix_reading_restest,,30
350,math_test_scores2,,99
350,matrix_math_retest,,30
352,total_points_retest,,91
352,language_test_scores2,,58
352,matrix_languauge_retest,,10
352,reading_test_score2,,90
352,matrix_reading_restest,,26
352,math_test_scores2,,89
352,matrix_math_retest,,25
353,total_points_retest,,108
353,language_test_scores2,,74
353,matrix_languauge_retest,,18
353,reading_test_score2,,99
353,matrix_reading_restest,,30
353,math_test_scores2,,98
353,matrix_math_retest,,30
354,total_points_retest,,3
354,language_test_scores2,,31
354,matrix_languauge_retest,,1
354,reading_test_score2,,33
354,matrix_reading_restest,,1
354,math_test_scores2,,14
354,matrix_math_retest,,1
355,total_points_retest,,30
355,language_test_scores2,,16
355,matrix_languauge_retest,,1
355,reading_test_score2,,94
355,matrix_reading_restest,,28
355,math_test_scores2,,35
355,matrix_math_retest,,1
357,total_points_retest,,99
357,language_test_scores2,,80
357,matrix_languauge_retest,,21
357,reading_test_score2,,94
357,matrix_reading_restest,,28
357,math_test_scores2,,79
357,matrix_math_retest,,20
359,total_points_retest,,109
359,language_test_scores2,,86
359,matrix_languauge_retest,,24
359,reading_test_score2,,99
359,matrix_reading_restest,,30
359,math_test_scores2,,88
359,matrix_math_retest,,25
360,total_points_retest,,108
360,language_test_scores2,,89
360,matrix_languauge_retest,,25
360,reading_test_score2,,87
360,matrix_reading_restest,,24
360,math_test_scores2,,96
360,matrix_math_retest,,29
361,total_points_retest,,3
361,language_test_scores2,,23
361,matrix_languauge_retest,,1
361,reading_test_score2,,32
361,matrix_reading_restest,,1
361,math_test_scores2,,8
361,matrix_math_retest,,1
362,total_points_retest,,45
362,language_test_scores2,,94
362,matrix_languauge_retest,,28
362,reading_test_score2,,63
362,matrix_reading_restest,,12
362,math_test_scores2,,48
362,matrix_math_retest,,5
363,total_points_retest,,107
363,language_test_scores2,,93
363,matrix_languauge_retest,,27
363,reading_test_score2,,97
363,matrix_reading_restest,,29
363,math_test_scores2,,97
363,matrix_math_retest,,29
365,total_points_retest,,91
365,language_test_scores2,,96
365,matrix_languauge_retest,,29
365,reading_test_score2,,84
365,matrix_reading_restest,,23
365,math_test_scores2,,63
365,matrix_math_retest,,12
366,total_points_retest,,102
366,language_test_scores2,,99
366,matrix_languauge_retest,,30
366,reading_test_score2,,99
366,matrix_reading_restest,,30
366,math_test_scores2,,63
366,matrix_math_retest,,12
367,total_points_retest,,109
367,language_test_scores2,,91
367,matrix_languauge_retest,,26
367,reading_test_score2,,97
367,matrix_reading_restest,,29
367,math_test_scores2,,86
367,matrix_math_retest,,24
368,total_points_retest,,115
368,language_test_scores2,,88
368,matrix_languauge_retest,,25
368,reading_test_score2,,99
368,matrix_reading_restest,,30
368,math_test_scores2,,99
368,matrix_math_retest,,30
369,total_points_retest,,103
369,language_test_scores2,,81
369,matrix_languauge_retest,,21
369,reading_test_score2,,95
369,matrix_reading_restest,,28
369,math_test_scores2,,97
369,matrix_math_retest,,29
370,total_points_retest,,94
370,language_test_scores2,,81
370,matrix_languauge_retest,,21
370,reading_test_score2,,73
370,matrix_reading_restest,,17
370,math_test_scores2,,91
370,matrix_math_retest,,26
371,total_points_retest,,94
371,language_test_scores2,,81
371,matrix_languauge_retest,,21
371,reading_test_score2,,73
371,matrix_reading_restest,,17
371,math_test_scores2,,91
371,matrix_math_retest,,26
372,total_points_retest,,93
372,language_test_scores2,,77
372,matrix_languauge_retest,,19
372,reading_test_score2,,90
372,matrix_reading_restest,,26
372,math_test_scores2,,90
372,matrix_math_retest,,26
373,total_points_retest,,90
373,language_test_scores2,,86
373,matrix_languauge_retest,,24
373,reading_test_score2,,99
373,matrix_reading_restest,,30
373,math_test_scores2,,51
373,matrix_math_retest,,6
374,total_points_retest,,106
374,language_test_scores2,,71
374,matrix_languauge_retest,,16
374,reading_test_score2,,99
374,matrix_reading_restest,,30
374,math_test_scores2,,99
374,matrix_math_retest,,30
375,total_points_retest,,26
375,language_test_scores2,,58
375,matrix_languauge_retest,,10
375,reading_test_score2,,55
375,matrix_reading_restest,,8
375,math_test_scores2,,54
375,matrix_math_retest,,8
378,total_points_retest,,26
378,language_test_scores2,,57
