id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
205,,,,,,,,,In Processing,,,,,2024-10-06 12:42:06,,,9,,April 26 2025 (No-rest option),Other,,,,
206,25,,,,25,,,,In Processing,,,,25,2024-10-06 12:58:28,,,9,,,International School of Louisiana,3,,,
207,30,,,,30,,,,In Processing,,,,30,2024-10-06 14:30:45,,,9,,January 18 2025,Other,4,,,
208,30,,,,30,,,,Eligible,,,,30,2024-10-06 14:30:45,,,9,,January 18 2025,Other,4,,,
209,30,,,,30,,,,Eligible,,,,30,2024-10-06 16:28:11,,,9,,December 14 2024,Morris Jeff Community School,4,,,
210,30,,,,30,,,,Eligible,,,,30,2024-10-06 17:00:45,,,9,,November 16 2024,Lycee Francais de la Nouvelle Orleans,4,,,
211,,,,,,,,,In Processing,,,,,2024-10-06 17:45:12,,,9,,February 15 2025 (No-rest option),Other,,,,
212,30,,,,30,,,,Eligible,,,,30,2024-10-06 19:16:27,,,9,,November 16 2024,Ecole Bilingue,4,,,
213,30,,,,30,,,,Eligible,,,,30,2024-10-06 20:14:51,,,9,,November 16 2024,Lake Forest Elementary Charter School,4,,,
214,,,,,,,,,In Processing,,,,,2024-10-06 20:27:30,,,9,,February 15 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
215,,,,,,,,,In Processing,,,,,2024-10-06 20:50:44,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
216,,,,,,,,,In Processing,,,,,2024-10-06 21:34:26,,,9,,January 18 2025,KIPP East,,,,
217,30,,,,30,,,,Eligible,,,,30,2024-10-06 21:39:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,3.88,,,
218,30,,,,30,,,,Eligible,,,,30,2024-10-06 21:54:24,,,9,,December 14 2024,Mount Carmel Academy,3.5,,,
219,30,,,,30,,,,Eligible,,,,30,2024-10-08 12:16:22,,,9,Test Accommodations Approved,January 18 2025,Other,4,,,
220,,,,,,,,,In Processing,,,,,2024-10-07 4:14:00,,,9,,April 26 2025 (No-rest option),Edward Hynes Parkview,,,,
221,30,,,,30,,,,Eligible,,,,30,2024-10-07 7:47:08,,,10,,December 14 2024,Other,4,,,
222,28,,,,28,,,,Eligible,,,,28,2024-10-07 8:24:14,,,9,,November 16 2024,Edward Hynes Lakeview,3.38,,,
223,,,,,,,,,In Processing,,,,,2024-10-07 8:58:36,,,9,,March 22 2025 (No-rest option),The Willow School,,,,
224,30,,,,30,,,,Eligible,,,,30,2024-10-07 9:53:53,,,9,,December 14 2024,Audubon Uptown Montessori and French,4,,,
225,28,,,,28,,,,Eligible,,,,28,2024-10-07 9:51:25,,,9,,December 14 2024,Lake Castle Private School,3.38,,,
226,,,,,,,,,In Processing,,,,,2024-10-07 10:45:57,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
227,30,,,,30,,,,Eligible,,,,30,2024-10-07 12:13:45,,,9,,December 14 2024,Ecole Bilingue,4,,,
228,30,,,,30,,,,Eligible,,,,30,2024-10-07 12:41:13,,,9,,November 16 2024,Metairie Park Country Day,3.75,,,
229,30,,,,30,,,,Eligible,,,,30,2024-10-07 13:26:29,,,9,,November 16 2024,Trinity Episcopal School,4,,,
230,,,,,,,,,In Processing,,,,,2024-10-07 15:06:06,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
231,30,,,,30,,,,Eligible,,,,30,2024-10-07 15:15:32,,,9,,November 16 2024,Bricolage Academy,4,,,
232,27,,,,27,,,,Eligible,,,,27,2024-10-07 17:32:44,,,9,,November 16 2024,Lake Castle Private School,3.25,,,
233,30,,,,30,,,,Eligible,,,,30,2024-10-07 17:42:32,,,9,,December 14 2024,The Willow School,4,,,
234,,,,,,,,,In Processing,,,,,2024-10-07 18:00:48,,,9,,,Belle Chasse Academy,,,,
235,,,,,,,,,In Processing,,,,,2024-10-08 19:49:54,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
236,,,,,,,,,In Processing,,,,,2024-10-08 19:49:54,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
237,,,,,,,,,In Processing,,,,,2024-10-07 21:24:28,,,9,,January 18 2025,Trinity Episcopal School,,,,
238,30,,,,30,,,,Eligible,,,,30,2024-11-05 13:49:24,,,9,,November 16 2024,International School of Louisiana,4,,,
239,27,,,,27,,,,Eligible,,,,27,2024-10-07 22:07:07,,,9,,November 16 2024,Lake Castle Private School,3.25,,,
240,30,,,,30,,,,Eligible,,,,30,2024-10-08 7:56:20,,,9,,November 16 2024,Lake Castle Private School,3.63,,,
241,,,,,,,,,In Processing,,,,,2024-10-11 18:44:34,,,9,,November 16 2024,Trinity Episcopal School,,,,
242,,,,,,,,,In Processing,,,,,2024-10-08 9:30:42,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
243,30,,,,30,,,,Eligible,,,,30,2024-10-08 10:17:37,,,9,,November 16 2024,Edward Hynes Lakeview,4,,,
244,,,,,,,,,In Processing,,,,,2024-10-08 10:27:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
245,,,,,,,,,In Processing,,,,,2024-10-08 11:58:11,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
246,,,,,,,,,In Processing,,,,,2024-10-08 13:05:47,,,9,,April 26 2025 (No-rest option),Other,,,,
247,,,,,,,,,In Processing,,,,,2024-10-08 13:37:54,,,9,,April 26 2025 (No-rest option),Ecole Bilingue,,,,
248,,,,,,,,,In Processing,,,,,2024-10-08 16:59:29,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
249,,,,,,,,,In Processing,,,,,2024-10-08 17:39:08,,,9,,December 14 2024,Audubon Gentilly,,,,
250,30,,,,30,,,,Eligible,,,,30,2024-10-08 19:57:09,,,9,,November 16 2024,Edward Hynes Lakeview,4,,,
251,,,,,,,,,In Processing,,,,,2024-10-08 17:57:58,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
252,,,,,,,,,In Processing,,,,,2024-10-08 18:13:30,,,9,,April 26 2025 (No-rest option),Lake Castle Private School,,,,
253,,,,,,,,,In Processing,,,,,2024-10-08 18:31:34,,,9,,,Other,,,,
254,30,,,,30,,,,Eligible,,,,30,2024-10-08 19:01:58,,,9,,November 16 2024,Audubon Uptown Montessori and French,4,,,
255,30,,,,30,,,,Eligible,,,,30,2024-10-08 20:17:32,,,9,,November 16 2024,Audubon Uptown Montessori and French,3.5,,,
256,,,,,,,,,In Processing,,,,,2024-10-09 20:55:56,,,9,,March 22 2025 (No-rest option),Belle Chasse Academy,,,,
257,,,,,,,,,In Processing,,,,,2024-10-09 9:45:04,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
258,30,,,,30,,,,Eligible,,,,30,2024-10-09 15:25:13,,,9,,November 16 2024,Trinity Episcopal School,4,,,
259,,,,,,,,,In Processing,,,,,2024-10-09 17:12:54,,,9,,April 26 2025 (No-rest option),Other,,,,
260,30,,,,30,,,,Eligible,,,,30,2024-10-09 20:09:34,,,9,,November 16 2024,Lake Castle Private School,4,,,
261,,,,,,,,,In Processing,,,,,2024-10-09 20:31:46,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
262,,,,,,,,,In Processing,,,,,2024-10-09 21:56:16,,,9,,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
263,30,,,,30,,,,Eligible,,,,30,2024-10-09 22:17:00,,,9,,November 16 2024,Lake Forest Elementary Charter School,3.88,,,
264,30,,,,30,,,,Eligible,,,,30,2024-10-09 23:40:35,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,4,,,
265,,,,,,,,,In Processing,,,,,2024-10-10 2:07:52,,,9,,,Other,,,,
266,,,,,,,,,In Processing,,,,,2024-10-10 6:01:33,,,9,,November 16 2024,Morris Jeff Community School,,,,
267,,,,,,,,,In Processing,,,,,2024-10-10 7:44:19,,,9,,April 26 2025 (No-rest option),Benjamin Franklin Elementary,,,,
268,,,,,,,,,In Processing,,,,,2024-10-10 9:13:35,,,10,,November 16 2024,Other,,,,
269,30,,,,30,,,,In Processing,,,,30,2024-10-10 9:16:47,,,11,,November 16 2024,Other,3.83,,,
270,,,,,,,,,In Processing,,,,,2024-10-10 9:37:11,,,10,,January 18 2025,Other,,,,
271,30,,,,30,,,,Eligible,,,,30,2025-03-27 8:16:30,,,9,,November 16 2024,Other,3.83,,,
272,30,,,,30,,,,Eligible,,,,30,2024-10-10 11:00:08,,,9,,December 14 2024,Edward Hynes Lakeview,3.88,,,
273,30,,,,30,,,,Eligible,,,,30,2025-01-30 14:39:29,,,9,,December 14 2024,Louise McGehee,4,,,
274,30,,,,30,,,,Eligible,,,,30,2024-10-10 11:41:01,,,9,,November 16 2024,Lake Castle Private School,4,,,
275,,,,,,,,,In Processing,,,,,2024-10-10 17:26:54,,,9,,,Bricolage Academy,,,,
276,,,,,,,,,In Processing,,,,,2024-10-10 18:00:47,,,9,,,Other,,,,
277,,,,,,,,,In Processing,,,,,2024-10-10 18:07:32,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,2.88,,,
278,,,,,,,,,In Processing,,,,,2024-10-10 18:22:21,,,9,,March 22 2025 (No-rest option),Other,,,,
279,,,,,,,,,In Processing,,,,,2024-10-10 19:07:15,,,9,,February 15 2025 (No-rest option),Edward Hynes Lakeview,,,,
280,,,,,,,,,In Processing,,,,,2024-10-10 20:11:58,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
281,,,,,,,,,In Processing,,,,,2024-10-10 20:16:46,,,9,,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
282,,,,,,,,,In Processing,,,,,2024-12-06 10:12:54,,,9,,November 16 2024,Mary McLeod Bethune Elementary,,,,
283,30,,,,30,,,,Eligible,,,,30,2024-10-10 20:48:18,,,9,,November 16 2024,Arthur Ashe Charter School,3.75,,,
284,30,,,,30,,,,Eligible,,,,30,2024-10-10 20:39:06,,,9,,December 14 2024,Lake Castle Private School,4,,,
285,30,,,,30,,,,Eligible,,,,30,2024-10-10 20:54:15,,,9,,November 16 2024,Success at Thurgood Marshall,4,,,
286,,,,,,,,,In Processing,,,,,2024-10-10 21:10:03,,,9,,,Lake Castle Private School,,,,
287,30,,,,30,,,,Eligible,,,,30,2024-10-10 21:48:04,,,9,,November 16 2024,The Willow School,4,,,
288,,,,,,,,,In Processing,,,,,2024-10-10 23:23:53,,,9,,November 16 2024,KIPP East,,,,
289,,,,,,,,,In Processing,,,,,2024-10-11 4:13:52,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
290,,,,,,,,,In Processing,,,,,2024-10-11 6:57:54,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
291,30,,,,30,,,,Eligible,,,,30,2024-10-11 9:56:47,,,9,,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,3.75,,,
292,30,,,,30,,,,Eligible,,,,30,2024-10-11 13:10:40,,,9,,November 16 2024,Morris Jeff Community School,3.38,,,
293,30,,,,30,,,,Eligible,,,,30,2024-10-11 13:39:48,,,9,,December 14 2024,The Willow School,3.88,,,
294,,,,,,,,,In Processing,,,,,2024-10-11 13:58:33,,,11,,November 16 2024,Jesuit High School,,,,
295,,,,,,,,,In Processing,,,,,2024-10-11 15:22:30,,,9,,December 14 2024,Edward Hynes Parkview,,,,
296,,,,,,,,,In Processing,,,,,2024-10-11 15:38:46,,,9,,March 22 2025 (No-rest option),Esperanza Charter School,,,,
297,30,,,,30,,,,Eligible,,,,30,2024-10-11 16:39:16,,,9,,November 16 2024,St. Andrew's Episcopal School,3.75,,,
298,,,,,,,,,In Processing,,,,,2024-10-11 17:13:28,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
299,30,,,,30,,,,Eligible,,,,30,2024-10-11 17:25:13,,,9,,March 22 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,4,,,
300,,,,,,,,,In Processing,,,,,2024-10-11 19:26:24,,,10,,January 18 2025,Other,,,,
301,,,,,,,,,In Processing,,,,,2024-10-11 19:31:54,,,9,,April 26 2025 (No-rest option),Success at Thurgood Marshall,,,,
302,,,,,,,,,In Processing,,,,,2024-10-11 19:38:29,,,9,,March 22 2025 (No-rest option),Homer Plessy Community School,,,,
303,30,,,,30,,,,Eligible,,,,30,2024-10-11 23:16:46,,,9,,November 16 2024,Lake Castle Private School,3.5,,,
304,30,,,,30,,,,Eligible,,,,30,2024-10-12 9:39:27,,,9,,November 16 2024,Renew Dolores T. Aaron Academy,4,,,
305,30,,,,30,,,,Eligible,,,,30,2024-10-12 14:53:05,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,4,,,
306,20,,,,20,,,,In Processing,,,,20,2024-10-12 15:28:11,,,9,Test Accommodations Approved,April 26 2025 (No-rest option),Homer Plessy Community School,2.5,,,
307,,,,,,,,,In Processing,,,,,2024-10-12 16:47:23,,,10,,February 15 2025 (No-rest option),Other,,,,
308,,,,,,,,,In Processing,,,,,2024-10-12 17:22:45,,,9,,February 15 2025 (No-rest option),The Willow School,,,,
309,,,,,,,,,In Processing,,,,,2024-10-12 19:02:59,,,9,,April 26 2025 (No-rest option),Other,,,,
310,30,,,,30,,,,Eligible,,,,30,2024-10-13 10:31:16,,,10,,January 18 2025,Jesuit High School,3.8,,,
311,28,,,,28,,,,Eligible,,,,28,2024-10-13 10:56:19,,,9,,March 22 2025 (No-rest option),Ursuline Academy,3.33,,,
312,23,,,,23,,,,In Processing,,,,23,2024-10-13 11:28:00,,,9,,April 26 2025 (No-rest option),Lake Castle Private School,2.89,,,
313,,,,,,,,,In Processing,,,,,2024-10-13 11:51:16,,,9,,February 15 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
314,,,,,,,,,In Processing,,,,,2025-01-15 13:09:13,,,9,,March 22 2025 (No-rest option),Other,,,,
315,30,,,,30,,,,Eligible,,,,30,2024-10-13 15:00:55,,,9,,November 16 2024,The Willow School,4,,,
316,30,,,,30,,,,Eligible,,,,30,2024-10-13 17:56:48,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.88,,,
317,,,,,,,,,In Processing,,,,,2024-10-13 18:08:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
318,30,,,,30,,,,Eligible,,,,30,2024-10-13 20:10:54,,,9,,December 14 2024,Audubon Uptown Montessori and French,3.5,,,
319,30,,,,30,,,,Eligible,,,,30,2024-10-13 21:07:01,,,9,,December 14 2024,St. Andrew's Episcopal School,4,,,
320,,,,,,,,,In Processing,,,,,2024-10-13 21:15:09,,,10,,April 26 2025 (No-rest option),Other,,,,
321,30,,,,30,,,,Eligible,,,,30,2024-10-13 22:34:20,,,9,,January 18 2025,The Willow School,,,,
322,22,,,,22,,,,Eligible,,,,22,2024-10-14 9:31:22,,,9,,November 16 2024,Audubon Gentilly,2.75,,,
323,,,,,,,,,In Processing,,,,,2024-10-14 10:03:48,,,9,,December 14 2024,Belle Chasse Academy,,,,
324,,,,,,,,,In Processing,,,,,2024-10-14 11:17:28,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
325,30,,,,30,,,,Eligible,,,,30,2024-11-08 13:27:47,,,9,,December 14 2024,Bricolage Academy,3.88,,,
326,,,,,,,,,In Processing,,,,,2024-10-14 12:50:14,,,9,,February 15 2025 (No-rest option),International School of Louisiana,,,,
327,30,,,,30,,,,Eligible,,,,30,2024-10-14 13:57:39,,,9,,January 18 2025,Lake Forest Elementary Charter School,3.63,,,
328,28,,,,28,,,,Eligible,,,,28,2024-10-14 14:20:04,,,9,,November 16 2024,Edward Hynes Lakeview,3.38,,,
329,,,,,,,,,In Processing,,,,,2024-12-05 13:31:23,,,9,,December 14 2024,Bricolage Academy,,,,
330,30,,,,30,,,,Eligible,,,,30,2024-10-14 16:42:01,,,9,,December 14 2024,Edward Hynes Lakeview,3.88,,,
331,,,,,,,,,In Processing,,,,,2024-10-14 18:58:52,,,10,,March 22 2025 (No-rest option),Other,,,,
332,30,,,,30,,,,Eligible,,,,30,2024-10-14 19:33:18,,,9,,November 16 2024,The Willow School,4,,,
333,,,,,,,,,In Processing,,,,,2024-10-14 20:29:21,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
334,,,,,,,,,In Processing,,,,,2024-12-12 10:03:13,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
335,30,,,,30,,,,Eligible,,,,30,2024-10-14 21:58:02,,,9,,January 18 2025,Trinity Episcopal School,4,,,
336,,,,,,,,,In Processing,,,,,2024-10-14 22:26:32,,,10,,March 22 2025 (No-rest option),Other,,,,
337,30,,,,30,,,,Eligible,,,,30,2024-10-15 7:42:34,,,9,,December 14 2024,Lake Forest Elementary Charter School,4,,,
338,30,,,,30,,,,Eligible,,,,30,2024-10-15 14:35:55,,,9,,January 18 2025,Bricolage Academy,3.63,,,
339,30,,,,30,,,,Eligible,,,,30,2025-03-13 10:20:42,,,9,,November 16 2024,Lake Forest Elementary Charter School,4,,,
340,30,,,,30,,,,Eligible,,,,30,2024-10-15 16:44:32,,,10,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.77,,,
341,30,,,,30,,,,Eligible,,,,30,2024-10-15 16:55:53,,,9,,January 18 2025,Other,4,,,
342,30,,,,30,,,,Eligible,,,,30,2024-10-15 19:44:33,,,9,,November 16 2024,The Willow School,4,,,
343,30,,,,30,,,,Eligible,,,,30,2024-10-15 20:59:52,,,9,,November 16 2024,St. Andrew's Episcopal School,4,,,
344,,,,,,,,,In Processing,,,,,2024-10-16 7:52:02,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
345,27,,,,27,,,,Eligible,,,,27,2024-10-16 10:53:25,,,9,,March 22 2025 (No-rest option),Waldorf School of New Orleans,3.25,,,
346,,,,,,,,,In Processing,,,,,2024-10-16 11:43:02,,,9,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
347,30,,,,30,,,,Eligible,,,,30,2024-10-16 12:22:01,,,9,,November 16 2024,The Willow School,3.75,,,
348,27,,,,27,,,,Eligible,,,,27,2024-10-16 12:52:44,,,9,,November 16 2024,Homer Plessy Community School,3.25,,,
349,,,,,,,,,In Processing,,,,,2024-10-16 15:57:35,,,10,,December 14 2024,Other,,,,
350,30,,,,30,,,,Eligible,,,,30,2024-10-16 16:07:26,,,9,,November 16 2024,The Willow School,4,,,
351,,,,,,,,,In Processing,,,,,2024-12-03 11:47:32,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
352,30,,,,30,,,,Eligible,,,,30,2024-10-17 10:47:25,,,9,,November 16 2024,Audubon Uptown Montessori and French,4,,,
353,30,,,,30,,,,Eligible,,,,30,2024-10-17 13:50:28,,,9,,November 16 2024,Edward Hynes Lakeview,3.5,,,
354,,,,,,,,,In Processing,,,,,2024-10-17 15:30:03,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
355,,,,,,,,,In Processing,,,,,2024-10-17 17:39:39,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
356,30,,,,30,,,,Eligible,,,,30,2024-11-05 11:08:44,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,3.75,,,
357,30,,,,30,,,,In Processing,,,,30,2024-11-07 12:42:01,,,9,,November 16 2024,Foundation Preparatory Charter,4,,,
358,,,,,,,,,In Processing,,,,,2024-10-18 10:04:44,,,9,,March 22 2025 (No-rest option),Audubon Gentilly,,,,
359,30,,,,30,,,,Eligible,,,,30,2024-10-18 17:44:33,,,9,,November 16 2024,The Willow School,4,,,
360,30,,,,30,,,,Eligible,,,,30,2024-10-19 11:18:17,,,9,,December 14 2024,Louise McGehee,4,,,
361,,,,,,,,,In Processing,,,,,2024-10-19 12:29:15,,,9,,November 16 2024,Mary McLeod Bethune Elementary,,,,
362,,,,,,,,,In Processing,,,,,2024-10-19 16:14:38,,,9,,April 26 2025 (No-rest option),Harriet Tubman Charter School,,,,
363,22,,,,22,,,,Eligible,,,,22,2024-10-19 17:59:08,,,9,,January 18 2025,Isidore Newman,2.75,,,
364,,,,,,,,,In Processing,,,,,2024-10-19 19:49:25,,,9,,February 15 2025 (No-rest option),Benjamin Franklin Elementary,,,,
365,27,,,,27,,,,Eligible,,,,27,2024-10-19 20:46:10,,,9,,November 16 2024,Audubon Gentilly,3.25,,,
366,30,,,,30,,,,Eligible,,,,30,2024-10-20 8:22:11,,,9,,November 16 2024,Metairie Park Country Day,4,,,
367,30,,,,30,,,,In Processing,,,,30,2024-10-20 12:41:38,,,9,,December 14 2024,Other,3.75,,,
368,30,,,,30,,,,In Processing,,,,30,2024-10-20 13:23:19,,,9,,December 14 2024,Other,3.88,,,
369,25,,,,25,,,,Eligible,,,,25,2024-10-20 15:48:48,,,9,,November 16 2024,St. Augustine High School,,,,
370,30,,,,30,,,,In Processing,,,,30,2024-10-20 16:46:08,,,9,,December 14 2024,Phillis Wheatley Community School,3.75,,,
371,30,,,,30,,,,Eligible,,,,30,2024-10-20 16:46:08,,,9,,December 14 2024,Phillis Wheatley Community School,3.75,,,
372,22,,,,22,,,,Eligible,,,,22,2024-10-20 19:45:10,,,9,Test Accommodations Approved,December 14 2024,Audubon Uptown Montessori and French,2.75,,,
373,30,,,,30,,,,In Processing,,,,30,2024-10-20 19:58:11,,,9,,January 18 2025,Waldorf School of New Orleans,4,,,
374,30,,,,30,,,,Eligible,,,,30,2024-10-20 21:08:13,,,9,,November 16 2024,Homer Plessy Community School,4,,,
375,,,,,,,,,In Processing,,,,,2024-10-21 10:05:29,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
376,,,,,,,,,In Processing,,,,,2024-10-21 12:12:53,,,11,,January 18 2025,Other,,,,
377,,,,,,,,,In Processing,,,,,2024-10-21 13:39:15,,,9,,March 22 2025 (No-rest option),Other,,,,
378,,,,,,,,,In Processing,,,,,2024-10-22 13:54:18,,,9,,January 18 2025,Waldorf School of New Orleans,,,,
379,,,,,,,,,In Processing,,,,,2024-10-21 16:15:36,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
380,,,,,,,,,In Processing,,,,,2025-01-23 12:59:11,,,9,,January 18 2025,Trinity Episcopal School,,,,
381,,,,,,,,,In Processing,,,,,2024-10-21 21:56:56,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
382,30,,,,30,,,,Eligible,,,,30,2024-10-22 6:42:56,,,9,,December 14 2024,The Willow School,4,,,
383,,,,,,,,,In Processing,,,,,2024-10-22 9:19:25,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
384,30,,,,30,,,,Eligible,,,,30,2024-10-22 12:10:56,,,9,,December 14 2024,Bricolage Academy,4,,,
385,22,,,,22,,,,Eligible,,,,22,2024-10-22 12:26:32,,,9,,December 14 2024,Audubon Uptown Montessori and French,2.75,,,
386,,,,,,,,,In Processing,,,,,2024-10-22 19:54:23,,,9,,December 14 2024,Audubon Gentilly,,,,
387,,,,,,,,,In Processing,,,,,2024-10-22 16:36:39,,,10,,March 22 2025 (No-rest option),Other,,,,
388,30,,,,30,,,,Eligible,,,,30,2024-10-22 18:47:41,,,9,,March 22 2025 (No-rest option),Audubon Gentilly,3.75,,,
389,,,,,,,,,In Processing,,,,,2024-10-22 19:21:55,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
390,,,,,,,,,In Processing,,,,,2024-11-24 22:20:22,,,10,,April 26 2025 (No-rest option),Other,,,,
391,,,,,,,,,In Processing,,,,,2024-11-24 22:20:22,,,10,,April 26 2025 (No-rest option),Other,,,,
392,30,,,,30,,,,Eligible,,,,30,2024-10-22 23:01:07,,,9,,December 14 2024,The Willow School,4,,,
393,30,,,,30,,,,Eligible,,,,30,2024-10-23 10:08:03,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.88,,,
394,,,,,,,,,In Processing,,,,,2024-10-23 11:08:33,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
395,,,,,,,,,In Processing,,,,,2024-10-23 11:53:52,,,9,,December 14 2024,Audubon Gentilly,,,,
396,,,,,,,,,In Processing,,,,,2024-10-23 12:50:32,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
397,,,,,,,,,In Processing,,,,,2024-10-23 14:14:53,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
398,,,,,,,,,In Processing,,,,,2024-10-23 14:12:12,,,9,,April 26 2025 (No-rest option),Alice Harte Charter School,,,,
399,,,,,,,,,In Processing,,,,,2024-10-23 17:33:36,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
400,30,,,,30,,,,Eligible,,,,30,2024-10-23 18:00:40,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.83,,,
401,27,,,,27,,,,In Processing,,,,27,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
402,27,,,,27,,,,In Processing,,,,27,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
403,27,,,,27,,,,Eligible,,,,27,2024-10-23 19:54:30,,,9,,January 18 2025,Lake Castle Private School,3.25,,,
404,,,,,,,,,In Processing,,,,,2025-01-28 18:15:36,,,9,,March 22 2025 (No-rest option),International School of Louisiana,,,,
405,30,,,,30,,,,Eligible,,,,30,2024-10-24 14:54:20,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,4,,,
406,30,,,,30,,,,Eligible,,,,30,2024-10-24 17:22:45,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
407,,,,,,,,,In Processing,,,,,2024-10-24 19:39:37,,,9,,April 26 2025 (No-rest option),Harriet Tubman Charter School,,,,
408,,,,,,,,,In Processing,,,,,2024-10-24 20:43:06,,,11,,March 22 2025 (No-rest option),Cabrini High School,,,,
409,,,,,,,,,In Processing,,,,,2024-10-25 6:24:52,,,9,,December 14 2024,Foundation Preparatory Charter,,,,
410,30,,,,30,,,,Eligible,,,,30,2024-10-25 11:46:12,,,9,Test Accommodations Approved,December 14 2024,St. Paul's Episcopal School,4,,,
411,,,,,,,,,In Processing,,,,,2024-10-25 11:55:36,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
412,,,,,,,,,In Processing,,,,,2024-10-25 11:53:19,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
413,,,,,,,,,In Processing,,,,,2024-10-25 15:34:11,,,9,,,Morris Jeff Community School,,,,
414,,,,,,,,,In Processing,,,,,2024-10-25 16:38:22,,,9,,,Harriet Tubman Charter School,,,,
415,30,,,,30,,,,Eligible,,,,30,2024-10-25 19:21:25,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.75,,,
416,30,,,,30,,,,Eligible,,,,30,2024-10-26 11:45:51,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,3.88,,,
417,,,,,,,,,In Processing,,,,,2024-10-27 15:34:28,,,10,,January 18 2025,Other,,,,
418,30,,,,30,,,,Eligible,,,,30,2024-10-27 17:49:20,,,9,,December 14 2024,Bricolage Academy,4,,,
419,30,,,,30,,,,Eligible,,,,30,2024-12-02 19:17:01,,,9,,January 18 2025,The Willow School,3.88,,,
420,,,,,,,,,In Processing,,,,,2024-10-27 20:18:56,,,9,,January 18 2025,Success at Thurgood Marshall,,,,
421,,,,,,,,,In Processing,,,,,2024-10-27 20:18:56,,,9,,January 18 2025,Success at Thurgood Marshall,,,,
