id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest
479023,,39,39,37,3,1,1,1,In Processing,,,,
351736,,39,37,9,3,1,1,1,In Processing,,,,
16205,,,,,0,,,,In Processing,1,1,1,3
881814,30,82,95,93,107,22,27,28,Eligible,,,,
880795,,,,,,,,,In Processing,,,,
936488,,71,83,80,59,16,21,22,In Processing,,,,
29909,,36,55,51,15,1,6,8,In Processing,,,,
357291,,56,33,24,11,9,1,1,In Processing,,,,
592085,,36,34,70,18,1,16,1,In Processing,,,,
824363,,,,,,,,,In Processing,,,,
987999,30,86,90,91,106,24,26,26,Eligible,,,,
67563,25,92,88,96,106,27,29,25,Eligible,,,,
141691,,19,37,16,3,1,1,1,In Processing,,,,
842930,,58,36,23,12,10,1,1,In Processing,,,,
286677,30,97,97,99,118,29,30,29,Eligible,,,,
600721,,,,,,,,,In Processing,,,,
832390,,,,,0,,,,In Processing,,,,
407065,30,96,97,90,114,29,26,29,Eligible,,,,
605749,,38,35,86,26,1,24,1,In Processing,,,,
933521,,6,33,1,3,1,1,1,In Processing,,,,
853482,,,,,0,,,,In Processing,7,12,14,33
923319,,74,70,54,42,18,8,16,In Processing,,,,
770386,,51,54,41,15,6,1,8,In Processing,7,1,6,14
965049,,46,54,51,18,4,6,8,In Processing,,,,
203579,30,98,98,99,120,30,30,30,Eligible,,,,
362669,,,,,0,,,,In Processing,4,12,8,24
953861,,46,35,22,6,4,1,1,In Processing,4,2,8,14
18651,,,,,0,,,,In Processing,,,,
475651,27,90,87,76,96,26,19,24,Eligible,,,,
976449,,74,84,64,54,18,13,23,In Processing,,,,
634518,,79,66,74,52,20,18,14,In Processing,,,,
478480,30,94,97,99,117,28,30,29,Eligible,,,,
622300,,,,,0,,,,In Processing,,,,
165980,,25,57,16,11,1,1,9,In Processing,,,,
542579,,,,,0,,,,In Processing,,,,
791749,,40,63,85,36,1,23,12,In Processing,,,,
674016,27,84,97,66,93,23,14,29,Eligible,,,,
661882,,66,88,74,57,14,18,25,In Processing,,,,
762809,,77,85,54,50,19,8,23,In Processing,,,,
124151,30,87,96,94,112,24,29,29,Eligible,,,,
125851,,46,63,80,37,4,21,12,In Processing,,,,
470504,,81,82,95,71,21,28,22,In Processing,,,,
154044,,,,,,,,,In Processing,,,,
523913,,79,46,87,48,20,24,4,In Processing,,,,
214642,,36,57,51,16,1,6,9,In Processing,,,,
381421,,,,,,,,,In Processing,,,,
862599,,22,28,12,3,1,1,1,In Processing,,,,
39954,,,,,0,,,,In Processing,,,,
883268,,61,80,72,49,11,17,21,In Processing,,,,
633790,,52,81,62,40,7,12,21,In Processing,,,,
156731,,68,76,77,53,15,19,19,In Processing,,,,
795176,,,,,,,,,In Processing,,,,
364792,30,84,96,99,112,23,30,29,Eligible,,,,
798197,,57,55,48,22,9,5,8,In Processing,,,,
778743,,42,65,48,20,2,5,13,In Processing,,,,
71621,,81,74,61,50,21,11,18,In Processing,,,,
531448,,,,,,,,,In Processing,,,,
71809,,46,70,64,33,4,13,16,In Processing,10,20,16,46
568962,,18,49,29,7,1,1,5,In Processing,,,,
217539,30,,,,30,,,,Eligible,15,24,19,88
360215,,,,,0,,,,In Processing,1,15,11,27
260264,,,,,0,,,,In Processing,,,,
172148,30,94,99,41,89,28,1,30,Eligible,,,,
138361,30,72,95,90,101,17,26,28,Eligible,,,,
192138,,50,69,57,30,6,9,15,In Processing,,,,
982151,,,,,,,,,In Processing,,,,
505337,,40,59,48,16,1,5,10,In Processing,,,,
71920,,60,61,60,33,11,11,11,In Processing,,,,
157833,,50,85,41,35,6,6,23,In Processing,,,,
790729,,31,55,37,10,1,1,8,In Processing,7,1,11,19
601558,,,,,,,,,In Processing,,,,
754769,,,,,0,,,,In Processing,,,,
596288,30,85,99,98,113,23,30,30,Eligible,,,,
403227,28,85,77,95,98,23,28,19,Eligible,23,28,19,70
682512,,,,,,,,,In Processing,,,,
771001,,44,70,72,36,3,17,16,In Processing,,,,
941929,,40,43,57,12,1,9,2,In Processing,,,,
202229,,69,88,72,57,15,17,25,In Processing,,,,
930200,30,50,77,76,74,6,19,19,Eligible,19,23,17,89
241416,,58,95,78,58,10,20,28,In Processing,,,,
892007,30,87,99,99,114,24,30,30,Eligible,,,,
858338,,,,,,,,,In Processing,,,,
535574,30,81,96,93,107,21,27,29,Eligible,,,,
271843,,,,,,,,,In Processing,,,,
896400,,80,85,10,54,21,10,23,In Processing,,,,
180927,,,,,0,,,,In Processing,,,,
65435,25,58,96,96,93,10,29,29,Eligible,,,,
45101,30,80,99,85,104,21,23,30,Eligible,,,,
887840,,27,73,37,19,1,1,17,In Processing,1,9,23,33
825980,,28,33,14,3,1,1,1,In Processing,,,,
431304,,30,69,70,32,1,16,15,In Processing,,,,
699713,,30,69,70,32,1,16,15,In Processing,,,,
997587,,30,69,70,32,1,16,15,In Processing,,,,
159902,,55,65,57,30,8,9,13,In Processing,,,,
356467,30,98,99,98,120,30,30,30,Eligible,,,,
554902,,68,74,39,34,15,1,18,In Processing,,,,
428048,,56,36,33,11,9,1,1,In Processing,,,,
38142,30,98,90,91,112,30,26,26,Eligible,,,,
405535,30,90,87,88,105,26,25,24,Eligible,,,,
776859,,36,59,29,12,1,1,10,In Processing,,,,
205642,,,,,,,,,In Processing,,,,
723309,,77,92,74,64,19,18,27,In Processing,,,,
884531,,88,83,73,64,25,17,22,In Processing,,,,
24030,,27,56,35,37,27,1,9,In Processing,,,,
377837,,40,64,33,15,1,1,13,In Processing,,,,
607130,,,,,,,,,In Processing,,,,
698230,,88,80,55,54,25,8,21,In Processing,,,,
727350,,65,92,98,70,13,30,27,In Processing,,,,
631522,,41,37,57,11,1,9,1,In Processing,,,,
837410,,53,31,51,14,7,6,1,In Processing,12,12,1,25
128828,,59,89,80,56,10,21,25,In Processing,,,,
652741,,,,,,,,,In Processing,,,,
79674,30,97,99,99,119,29,30,30,Eligible,,,,
183023,,38,77,38,21,1,1,19,In Processing,,,,
525322,,9,33,31,3,1,1,1,In Processing,,,,
712289,,,,,0,,,,In Processing,9,10,20,39
252703,,53,48,24,13,7,1,5,In Processing,,,,
604128,,62,58,62,34,12,12,10,In Processing,,,,
232875,,62,58,62,34,12,12,10,In Processing,,,,
895889,,39,49,28,7,1,1,5,In Processing,,,,
208996,30,92,93,76,103,27,19,27,Eligible,,,,
274536,,48,84,76,47,5,19,23,In Processing,,,,
726175,,,,,0,,,,In Processing,,,,
360874,30,63,92,90,95,12,26,27,Eligible,,,,
233081,,,,,,,,,In Processing,,,,
282287,,,,,,,,,In Processing,,,,
808513,,,,,,,,,In Processing,,,,
498477,,,,,0,,,,In Processing,,,,
548847,,,,,0,,,,In Processing,,,,
244596,,,,,,,,,In Processing,,,,
37696,,46,55,48,17,4,5,8,In Processing,,,,
738737,,,,,0,,,,In Processing,,,,
925195,,,,,0,,,,In Processing,,,,
145254,,51,68,50,27,6,6,15,In Processing,10,6,11,27
420899,,,,,,,,,In Processing,,,,
141645,30,81,97,99,110,21,30,29,In Processing,,,,
222382,,,,,,,,,In Processing,,,,
604527,,21,43,26,4,1,1,2,In Processing,,,,
713170,,,,,0,,,,In Processing,,,,
574001,,,,,,,,,In Processing,,,,
661131,,69,61,62,38,15,12,11,In Processing,,,,
986451,,86,95,55,60,24,8,28,In Processing,24,12,20,56
724236,,97,97,98,88,29,30,29,In Processing,,,,
414128,30,91,98,43,88,26,2,30,Eligible,,,,
623923,30,90,86,97,109,26,29,24,Eligible,,,,
925618,30,80,94,80,100,21,21,28,Eligible,,,,
466897,,,,,,,,,In Processing,,,,
783377,,41,59,38,12,1,1,10,In Processing,,,,
146188,30,99,98,99,120,30,30,30,Eligible,,,,
554570,,80,0,90,48,21,26,1,In Processing,,,,
963261,,,,,0,,,,In Processing,1,3,3,7
91850,,,,,,,,,In Processing,,,,
362795,,60,38,57,21,11,9,1,In Processing,,,,
689311,,,,,,,,,In Processing,,,,
127675,22,73,99,78,89,17,20,30,Eligible,,,,
397762,28,57,81,90,84,9,26,21,Eligible,16,29,29,102
164851,,58,81,91,57,10,26,21,In Processing,,,,
658253,30,98,99,99,120,30,30,30,Eligible,,,,
51836,,52,76,54,34,7,8,19,In Processing,,,,
836424,,31,41,28,3,1,1,1,In Processing,,,,
771409,30,96,91,84,108,29,23,26,Eligible,,,,
971826,,12,35,35,3,1,1,1,In Processing,,,,
757073,,12,35,35,3,1,1,1,In Processing,,,,
448049,,79,88,39,46,20,1,25,In Processing,,,,
340111,,26,61,41,13,1,1,11,In Processing,,,,
714686,,90,97,29,56,26,1,29,In Processing,,,,
241407,,,,,0,,,,In Processing,,,,
836728,,64,84,74,54,13,18,23,In Processing,,,,
919489,30,76,99,93,106,19,27,30,Eligible,,,,
679319,30,72,87,72,88,17,17,24,Eligible,,,,
155650,,,,,,,,,In Processing,,,,
620000,18,79,82,80,81,20,21,22,In Processing,1,1,4,24
588960,,,,,0,,,,In Processing,,,,
841056,,54,48,43,15,8,2,5,In Processing,,,,
617647,,22,33,37,3,1,1,1,In Processing,,,,
231454,,,,,,,,,In Processing,,,,
352216,,76,71,9,36,19,1,16,In Processing,,,,
91569,30,99,99,99,120,30,30,30,Eligible,,,,
534090,,,,,,,,,In Processing,,,,
683067,27,80,82,41,71,21,1,22,Eligible,29,18,24,98
522482,,37,36,72,19,1,17,1,In Processing,,,,
380370,,,,,0,,,,In Processing,,,,
813632,,84,94,48,56,23,5,28,In Processing,,,,
346556,,12,21,20,3,1,1,1,In Processing,,,,
380721,,90,93,89,78,26,25,27,In Processing,,,,
621425,,,,,,,,,In Processing,,,,
198846,,16,39,61,13,1,11,1,In Processing,,,,
441111,,,,,,,,,In Processing,,,,
420496,30,,,,30,,,,Eligible,30,30,30,120
501438,,35,35,28,3,1,1,1,In Processing,,,,
620046,,46,40,38,6,4,1,1,In Processing,,,,
190287,,52,92,33,35,7,1,27,In Processing,,,,
926780,30,96,99,99,119,29,30,30,Eligible,,,,
701623,27,87,97,66,94,24,14,29,Eligible,,,,
364070,,21,57,29,11,1,1,9,In Processing,,,,
880741,,56,65,20,23,9,1,13,In Processing,,,,
548021,30,76,99,94,107,19,28,30,Eligible,,,,
682784,,,,,,,,,In Processing,,,,
623576,,42,63,41,15,2,1,12,In Processing,,,,
77178,,34,57,38,11,1,1,9,In Processing,,,,
516208,,,,,0,,,,In Processing,3,26,27,56
369373,,,,,,,,,In Processing,,,,
12969,,35,61,86,36,1,24,11,In Processing,,,,
921301,,,,,,,,,In Processing,,,,
459947,,38,61,41,13,1,1,11,In Processing,,,,
983013,25,81,82,74,86,21,18,22,In Processing,,,,
529677,,,,,0,,,,In Processing,,,,
87143,,81,71,55,45,21,8,16,In Processing,,,,
329476,,,,,,,,,In Processing,,,,
24492,,72,70,37,34,17,1,16,In Processing,,,,
207637,30,99,96,99,119,30,30,29,In Processing,,,,
342701,,,,,,,,,In Processing,,,,
144063,,,,,,,,,In Processing,,,,
211766,,,,,,,,,In Processing,,,,
524528,,,,,0,,,,In Processing,,,,
338864,,,,,,,,,In Processing,,,,
643761,,66,78,24,35,14,1,20,In Processing,,,,
627782,,,,,0,,,,In Processing,11,19,11,41
673394,,37,50,28,8,1,1,6,In Processing,,,,
188921,,76,85,70,58,19,16,23,In Processing,,,,
858581,,93,85,24,51,27,1,23,In Processing,,,,
295866,,77,25,64,33,19,13,1,In Processing,,,,
697707,,,,,,,,,In Processing,,,,
924245,,,,,,,,,In Processing,,,,
146179,,43,59,86,36,2,24,10,In Processing,9,25,12,46
73979,,43,59,86,36,2,24,10,In Processing,9,25,12,46
333657,,,,,,,,,In Processing,,,,
516155,,,,,,,,,In Processing,,,,
890281,30,65,97,94,100,13,28,29,Eligible,,,,
206736,,,,,0,,,,In Processing,,,,
522468,,,,,0,,,,In Processing,,,,
222834,,,,,,,,,In Processing,,,,
504657,,80,76,35,41,21,1,19,In Processing,,,,
579685,,79,87,70,60,20,16,24,In Processing,,,,
759627,30,81,85,88,99,21,25,23,Eligible,,,,
733546,,,,,0,,,,In Processing,,,,
239665,,68,69,7,31,15,1,15,In Processing,,,,
270247,,97,99,99,89,29,30,30,In Processing,,,,
410163,22,73,80,78,80,17,20,21,In Processing,,,,
629542,,44,53,43,12,3,2,7,In Processing,,,,
147418,,75,61,78,49,18,20,11,In Processing,,,,
649671,,43,84,20,26,2,1,23,In Processing,,,,
504613,,,,,0,,,,In Processing,24,1,18,43
172424,,,,,0,,,,In Processing,,,,
29264,,,,,0,,,,In Processing,,,,
175574,,,,,0,,,,In Processing,,,,
229135,,36,37,45,5,1,3,1,In Processing,,,,
851937,,,,,0,,,,In Processing,20,1,13,34
546927,30,72,87,96,100,17,29,24,Eligible,,,,
603272,,,,,,,,,In Processing,,,,
223857,,88,97,43,56,25,2,29,In Processing,,,,
598441,30,87,95,90,108,24,26,28,Eligible,,,,
473317,,,,,0,,,,In Processing,,,,
392444,,,,,,,,,In Processing,,,,
324367,,95,91,88,79,28,25,26,In Processing,,,,
33056,,97,88,77,73,29,19,25,In Processing,,,,
903301,,23,60,45,15,1,3,11,In Processing,,,,
112542,,,,,0,,,,In Processing,,,,
105527,23,89,84,92,98,25,27,23,Eligible,,,,
936979,,43,28,14,4,2,1,1,In Processing,,,,
75171,,18,29,22,3,1,1,1,In Processing,,,,
320245,,,,,0,,,,In Processing,1,1,1,3
446944,,62,89,50,43,12,6,25,In Processing,,,,
745337,,,,,,,,,In Processing,,,,
155900,,17,53,39,9,1,1,7,In Processing,,,,
937698,,,,,,,,,In Processing,,,,
633972,,,,,0,,,,In Processing,1,18,1,20
92953,,60,59,62,33,11,12,10,In Processing,,,,
368911,,99,74,64,61,30,13,18,In Processing,,,,
460864,,,,,0,,,,In Processing,,,,
993976,30,64,97,72,89,13,17,29,Eligible,,,,
21015,,75,73,18,36,18,1,17,In Processing,,,,
134167,,93,93,62,66,27,12,27,In Processing,,,,
575614,,79,83,66,56,20,14,22,In Processing,,,,
771926,,,,,,,,,In Processing,,,,
261943,,,,,,,,,In Processing,,,,
824813,,71,92,43,45,16,2,27,In Processing,,,,
663110,30,,,,30,,,,Eligible,23,30,30,113
812704,,,,,,,,,In Processing,,,,
633662,,,,,0,,,,In Processing,,,,
22215,,,,,,,,,In Processing,,,,
642411,,,,,,,,,In Processing,,,,
652388,,,,,0,,,,In Processing,1,4,13,18
904874,,,,,0,,,,In Processing,12,12,16,40
661464,,,,,,,,,In Processing,,,,
967899,30,82,85,97,104,22,29,23,Eligible,,,,
12638,,,,,0,,,,In Processing,1,19,17,37
430837,,,,,0,,,,In Processing,1,19,17,37
546200,,,,,0,,,,In Processing,1,7,5,13
76049,30,89,98,99,115,25,30,30,Eligible,,,,
504344,,,,,,,,,In Processing,,,,
700306,,26,59,43,13,1,2,10,In Processing,,,,
464894,26,85,99,99,109,23,30,30,Eligible,,,,
563240,,,,,,,,,In Processing,,,,
176564,,34,21,16,3,1,1,1,In Processing,,,,
83206,,39,67,51,21,1,6,14,In Processing,,,,
142099,,,,,0,,,,In Processing,,,,
532062,,33,51,12,8,1,1,6,In Processing,,,,
690598,,,,,0,,,,In Processing,,,,
464867,,,,,0,,,,In Processing,1,1,5,7
597598,,,,,0,,,,In Processing,,,,
555696,,,,,0,,,,In Processing,,,,
185265,,82,61,74,51,22,18,11,In Processing,,,,
479155,30,41,97,97,89,1,29,29,Eligible,,,,
225735,,,,,,,,,In Processing,,,,
213854,,,,,0,,,,In Processing,,,,
689488,30,75,95,99,106,18,30,28,Eligible,,,,
320064,,79,68,24,36,20,1,15,In Processing,,,,
725896,,84,90,68,64,23,15,26,In Processing,,,,
157881,21,69,94,86,88,15,24,28,Eligible,,,,
644181,,52,73,80,45,7,21,17,In Processing,,,,
641636,,,,,0,,,,In Processing,,,,
88059,,,,,,,,,In Processing,,,,
732961,,,,,,,,,In Processing,,,,
448266,,,,,0,,,,In Processing,,,,
21912,,88,86,70,65,25,16,24,In Processing,,,,
304355,,55,90,78,54,8,20,26,In Processing,,,,
372995,,9,47,20,6,1,1,4,In Processing,,,,
735056,,79,66,54,42,20,8,14,In Processing,,,,
401041,,30,65,94,42,1,28,13,In Processing,,,,
113609,,,,,0,,,,In Processing,,,,
564812,,,,,0,,,,In Processing,,,,
861642,,29,73,31,19,1,1,17,In Processing,,,,
280994,,29,73,31,19,1,1,17,In Processing,,,,
29836,,96,90,43,57,29,2,26,In Processing,,,,
982695,,,,,0,,,,In Processing,,,,
546860,,59,87,62,46,10,12,24,In Processing,,,,
831012,,77,84,24,43,19,1,23,In Processing,,,,
361523,,,,,,,,,In Processing,,,,
516654,,77,97,64,61,19,13,29,In Processing,,,,
404372,,,,,,,,,In Processing,,,,
690526,,,,,,,,,In Processing,,,,
38440,,,,,0,,,,In Processing,,,,
203979,,,,,0,,,,In Processing,,,,
734695,,,,,0,,,,In Processing,,,,
208096,,,,,,,,,In Processing,,,,
498772,,90,76,77,64,26,19,19,In Processing,,,,
524593,30,93,93,97,113,27,29,27,Eligible,,,,
63825,30,,,,30,,,,In Processing,26,30,30,116
710298,,32,67,60,26,1,11,14,In Processing,,,,
928078,,,,,,,,,In Processing,,,,
317537,,92,96,55,64,27,8,29,In Processing,,,,
114870,,92,91,57,62,27,9,26,In Processing,,,,
212980,,67,66,45,31,14,3,14,In Processing,,,,
778438,25,,,,25,,,,Eligible,24,30,28,107
215263,30,93,80,82,100,27,22,21,Eligible,,,,
172800,,37,67,14,16,1,1,14,In Processing,,,,
919857,,59,69,62,37,10,12,15,In Processing,,,,
557904,,,,,0,,,,In Processing,23,8,28,59
301910,,94,99,99,88,28,30,30,Eligible,,,,
320698,,47,55,57,21,4,9,8,In Processing,,,,
635712,,74,79,55,46,18,8,20,In Processing,,,,
240986,22,,,,22,,,,In Processing,12,27,25,86
578682,,,,,,,,,In Processing,,,,
268889,,,,,0,,,,In Processing,1,1,1,3
481870,30,81,97,76,99,21,19,29,Eligible,,,,
484579,,,,,,,,,In Processing,,,,
299853,,,,,,,,,In Processing,,,,
931780,,,,,0,,,,In Processing,1,1,1,3
180019,,,,,,,,,In Processing,,,,
770106,,,,,,,,,In Processing,,,,
956170,,,,,0,,,,In Processing,,,,
602378,,77,85,99,72,19,30,23,In Processing,,,,
830291,23,86,99,91,103,24,26,30,Eligible,,,,
652029,,,,,0,,,,In Processing,,,,
377295,,,,,,,,,In Processing,,,,
763500,,61,78,37,32,11,1,20,In Processing,,,,
867512,,,,,,,,,In Processing,,,,
256023,,,,,0,,,,In Processing,,,,
587628,,86,81,73,62,24,17,21,In Processing,,,,
726441,,66,73,90,57,14,26,17,In Processing,,,,
403337,,,,,0,,,,In Processing,,,,
931501,,37,57,29,11,1,1,9,In Processing,,,,
847217,30,,,,30,,,,Eligible,22,30,28,110
635170,,,,,,,,,In Processing,,,,
593465,,,,,0,,,,In Processing,10,18,24,52
707262,,,,,,,,,In Processing,,,,
604001,,88,78,66,59,25,14,20,In Processing,,,,
332218,,60,76,37,31,11,1,19,In Processing,,,,
656820,,,,,,,,,In Processing,,,,
629490,,,,,0,,,,In Processing,1,1,2,4
964730,,,,,0,,,,In Processing,13,9,22,44
632188,,23,39,33,3,1,1,1,In Processing,,,,
646491,,,,,0,,,,In Processing,1,1,1,3
830456,27,,,,27,,,,Eligible,22,27,30,106
530065,,,,,,,,,In Processing,,,,
305399,,,,,0,,,,Eligible,,,,
429304,,,,,0,,,,In Processing,14,10,27,51
954517,,,,,0,,,,In Processing,,,,
962833,,,,,0,,,,In Processing,12,9,26,47
641997,,,,,0,,,,In Processing,11,2,21,34
188616,,,,,0,,,,In Processing,10,17,10,37
391527,,,,,0,,,,In Processing,1,1,1,3
736149,30,,,,30,,,,Eligible,8,26,25,89
701995,,,,,0,,,,In Processing,,,,
786249,30,,,,30,,,,In Processing,25,19,29,103
571535,,,,,0,,,,In Processing,7,1,21,29
741524,22,,,,22,,,,Eligible,26,29,29,106
533016,,,,,0,,,,In Processing,1,1,6,8
703409,,,,,,,,,In Processing,,,,
413265,,,,,0,,,,In Processing,1,2,1,4
605772,,,,,0,,,,In Processing,,,,
223060,,,,,0,,,,In Processing,9,4,20,33
953905,,,,,0,,,,In Processing,12,1,2,15
32137,,,,,,,,,In Processing,,,,
75643,,,,,,,,,In Processing,,,,
747453,,,,,,,,,In Processing,,,,
402400,,,,,,,,,In Processing,,,,
482581,,,,,,,,,In Processing,,,,
633242,30,,,,30,,,,Eligible,24,17,27,98
856421,30,,,,30,,,,Eligible,27,23,30,110
9229,,,,,0,,,,In Processing,17,22,16,55
918036,,,,,,,,,In Processing,,,,
804254,30,,,,30,,,,Eligible,14,27,18,89
830824,,,,,,,,,In Processing,,,,
642436,,,,,,,,,In Processing,,,,
709079,,,,,,,,,In Processing,,,,
557666,,,,,,,,,In Processing,,,,
190676,,,,,0,,,,In Processing,,,,
970398,,,,,0,,,,In Processing,,,,
826285,,,,,0,,,,In Processing,,,,
329290,30,,,,30,,,,Eligible,26,21,19,96
520523,,,,,0,,,,In Processing,1,1,13,15
509423,,,,,0,,,,In Processing,1,4,19,24
731388,,,,,0,,,,In Processing,8,17,17,42
560166,30,,,,30,,,,Eligible,27,30,26,113
97438,,,,,0,,,,In Processing,1,1,1,3
246507,,,,,0,,,,In Processing,9,6,18,33
231202,,,,,0,,,,In Processing,20,9,22,51
876578,,,,,0,,,,In Processing,10,7,22,39
294189,,,,,0,,,,In Processing,,,,
157840,,,,,0,,,,In Processing,20,12,15,47
336096,,,,,0,,,,In Processing,15,15,16,46
876430,30,,,,30,,,,Eligible,20,28,24,102
89833,,,,,0,,,,In Processing,,,,
423055,,,,,0,,,,In Processing,,,,
713705,,,,,,,,,In Processing,,,,
773943,,,,,0,,,,In Processing,,,,
837512,,,,,0,,,,In Processing,,,,
625765,,,,,0,,,,In Processing,,,,
666669,,,,,0,,,,In Processing,18,5,11,34
543772,,,,,0,,,,In Processing,3,1,2,6
484446,,,,,0,,,,In Processing,,,,
126009,,,,,,,,,In Processing,,,,
627848,,,,,,,,,In Processing,,,,
846563,,,,,,,,,In Processing,,,,
73820,,,,,0,,,,In Processing,,,,
596910,,,,,0,,,,In Processing,,,,
559054,25,,,,25,,,,In Processing,25,25,30,105
912874,,,,,0,,,,In Processing,3,1,28,32
803962,,,,,0,,,,In Processing,1,1,1,3
277011,,,,,,,,,In Processing,,,,
847590,,,,,,,,,In Processing,,,,
26553,,,,,0,,,,In Processing,24,16,23,63
807530,,,,,,,,,In Processing,,,,
421130,,,,,,,,,In Processing,,,,
996590,,,,,,,,,In Processing,,,,
20034,,,,,,,,,In Processing,,,,
252105,,,,,0,,,,In Processing,,,,
348829,,,,,,,,,In Processing,,,,
925941,,,,,,,,,In Processing,,,,
101567,,,,,0,,,,In Processing,1,1,1,3
413464,,,,,,,,,In Processing,,,,
577379,,,,,0,,,,In Processing,1,6,1,8
4067,,,,,0,,,,In Processing,1,1,1,3
907562,,,,,,,,,In Processing,,,,
511471,,,,,0,,,,In Processing,15,1,11,27
933830,,,,,0,,,,In Processing,,,,
116028,,,,,0,,,,In Processing,11,3,16,30
966080,25,,,,25,,,,Eligible,29,30,25,109
325585,,,,,,,,,In Processing,,,,
183153,,17,71,49,22,1,5,16,In Processing,,,,
465155,,,,,0,,,,In Processing,,,,
66242,,,,,,,,,In Processing,,,,
946993,28,,,,28,,,,Eligible,26,30,20,104
937565,,,,,0,,,,In Processing,4,18,12,34
213729,,,,,0,,,,In Processing,5,1,9,15
258242,,,,,0,,,,Eligible,24,30,26,80
213240,,,,,0,,,,In Processing,,,,
589034,,,,,0,,,,In Processing,1,1,6,8
660946,,,,,,,,,In Processing,,,,
401406,,,,,0,,,,In Processing,,,,
338569,,,,,,,,,In Processing,,,,
547920,,,,,,,,,In Processing,,,,
588214,,,,,0,,,,In Processing,,,,
233871,,,,,,,,,In Processing,,,,
24261,,,,,0,,,,In Processing,1,25,23,49
643349,,,,,0,,,,In Processing,7,1,14,22
389096,,,,,0,,,,In Processing,,,,
96493,,,,,0,,,,In Processing,1,1,3,5
994836,,,,,,,,,In Processing,,,,
54596,,,,,0,,,,In Processing,,,,
860479,30,,,,30,,,,Eligible,25,26,23,104
605448,,,,,,,,,In Processing,,,,
718421,,,,,0,,,,In Processing,,,,
231735,,,,,0,,,,In Processing,1,1,3,5
639129,,,,,,,,,In Processing,,,,
285301,,,,,,,,,In Processing,,,,
510879,,,,,0,,,,In Processing,14,4,4,22
386415,,,,,,,,,In Processing,,,,
60503,,,,,0,,,,In Processing,,,,
618363,30,,,,30,,,,In Processing,13,25,24,92
425874,,,,,,,,,In Processing,,,,
366212,,,,,,,,,In Processing,,,,
79344,,,,,0,,,,In Processing,25,16,20,61
884368,,,,,,,,,In Processing,,,,
1691,,,,,0,,,,In Processing,,,,
569128,,,,,0,,,,In Processing,1,6,10,17
321587,,,,,0,,,,In Processing,,,,
39560,,,,,,,,,In Processing,,,,
698324,,,,,0,,,,In Processing,17,14,16,47
463525,,,,,0,,,,In Processing,,,,
73293,30,,,,30,,,,Eligible,30,30,30,120
368466,,,,,,,,,In Processing,,,,
424211,,,,,,,,,In Processing,,,,
265513,,,,,,,,,In Processing,,,,
651488,22,,,,22,,,,In Processing,27,28,19,96
125238,,,,,,,,,In Processing,,,,
620389,,,,,,,,,In Processing,,,,
343734,,,,,,,,,In Processing,,,,
344986,,,,,0,,,,In Processing,20,3,13,36
837698,,,,,0,,,,In Processing,,,,
525857,,,,,,,,,In Processing,,,,
335577,30,99,99,99,120,30,30,30,Eligible,,,,
923593,,,,,0,,,,In Processing,,,,
810220,,,,,0,,,,In Processing,7,1,16,24
905854,,,,,,,,,In Processing,,,,
791911,,,,,0,,,,In Processing,11,1,13,25
597495,,,,,,,,,In Processing,,,,
967736,,,,,,,,,In Processing,,,,
217841,,,,,,,,,In Processing,,,,
633173,,,,,0,,,,In Processing,,,,
63302,,,,,,,,,In Processing,,,,
407665,,,,,,,,,In Processing,,,,
906103,,,,,0,,,,In Processing,,,,
767054,,,,,,,,,In Processing,,,,
438081,,,,,,,,,In Processing,,,,
443060,,,,,0,,,,In Processing,,,,
453552,,,,,0,,,,In Processing,,,,
297260,,,,,,,,,In Processing,,,,
661081,,,,,,,,,In Processing,,,,
351697,,,,,,,,,In Processing,,,,
303838,,,,,0,,,,In Processing,,,,
104281,,,,,0,,,,In Processing,,,,
838197,,,,,,,,,In Processing,,,,
925505,,,,,0,,,,In Processing,,,,
750163,,,,,,,,,In Processing,,,,
169716,,,,,,,,,In Processing,,,,
362437,,,,,,,,,In Processing,,,,
318174,,,,,0,,,,In Processing,,,,
329022,,,,,,,,,In Processing,,,,
15743,,,,,0,,,,In Processing,,,,
594594,,,,,,,,,In Processing,,,,
950249,,,,,,,,,In Processing,,,,
177019,,,,,,,,,In Processing,,,,
327268,,,,,,,,,In Processing,,,,
79712,,,,,,,,,In Processing,,,,
445234,,,,,,,,,In Processing,,,,
996428,,,,,,,,,In Processing,,,,
623850,,,,,,,,,In Processing,,,,
714186,,,,,0,,,,In Processing,,,,
478952,,,,,0,,,,In Processing,,,,
294209,,,,,0,,,,In Processing,,,,
857685,,,,,,,,,In Processing,,,,
163789,,,,,,,,,In Processing,,,,
988315,,,,,,,,,In Processing,,,,
70793,,,,,0,,,,In Processing,,,,
642587,,,,,,,,,In Processing,,,,
339751,,,,,,,,,In Processing,,,,
146351,,,,,,,,,In Processing,,,,
830938,,,,,,,,,In Processing,,,,
3381,,,,,,,,,In Processing,,,,
